datetime,hour,day_of_week,day_of_year,is_weekend,sin_hour,cos_hour,sin_day_of_week,cos_day_of_week,solar_presence,external_temperature,relative_humidity,solar_radiation,wind_speed,dew_point,weather_condition,temperature_humidity_index
05-06-2024 21:00,21,0,156,FALSE,-0.707106781,0.707106781,0,1,FALSE,21.9,56.9,0,2.58,14,Cloudy,20.1
05-06-2024 22:00,22,0,156,FALSE,-0.5,0.866025404,0,1,FALSE,21.6,66.3,0,1.8,14.9,Rainy,20.3
05-06-2024 23:00,23,0,156,FALSE,-0.258819045,0.965925826,0,1,FALSE,21.9,65,0,1.63,14.9,Rainy,20.5
06-06-2024 00:00,0,1,157,FALSE,0,1,0.781831482,0.623489802,FALSE,22.6,64.5,0,1.95,15.5,Cloudy,21
06-06-2024 01:00,1,1,157,FALSE,0.258819045,0.965925826,0.781831482,0.623489802,FALSE,23.7,64.4,0,2.33,16.6,Cloudy,21.9
06-06-2024 02:00,2,1,157,FALSE,0.5,0.866025404,0.781831482,0.623489802,FALSE,25.1,58.5,0,2.73,16.8,Sunny,22.7
06-06-2024 03:00,3,1,157,FALSE,0.707106781,0.707106781,0.781831482,0.623489802,FALSE,26.8,62.3,0,1.39,19.3,Sunny,24.2
06-06-2024 04:00,4,1,157,FALSE,0.866025404,0.5,0.781831482,0.623489802,FALSE,28.6,61.7,0,3.33,20.9,Sunny,25.6
06-06-2024 05:00,5,1,157,FALSE,0.965925826,0.258819045,0.781831482,0.623489802,FALSE,30.5,55.7,0,2.08,21.6,Sunny,26.6
06-06-2024 06:00,6,1,157,FALSE,1,6.12E-17,0.781831482,0.623489802,TRUE,32.1,67.8,19.6,2.48,24,Sunny,29
06-06-2024 07:00,7,1,157,FALSE,0.965925826,-0.258819045,0.781831482,0.623489802,TRUE,33.6,60.1,51.4,2.14,24,Rainy,29.4
06-06-2024 08:00,8,1,157,FALSE,0.866025404,-0.5,0.781831482,0.623489802,TRUE,34.7,51.2,126.1,1.06,24,Cloudy,29.3
06-06-2024 09:00,9,1,157,FALSE,0.707106781,-0.707106781,0.781831482,0.623489802,TRUE,35.4,60.1,252.7,3.97,24,Cloudy,30.8
06-06-2024 10:00,10,1,157,FALSE,0.5,-0.866025404,0.781831482,0.623489802,TRUE,35.6,51.8,435.8,4.09,24,Sunny,30
06-06-2024 11:00,11,1,157,FALSE,0.258819045,-0.965925826,0.781831482,0.623489802,TRUE,35.4,60.7,621.4,3.48,24,Sunny,30.9
06-06-2024 12:00,12,1,157,FALSE,1.22E-16,-1,0.781831482,0.623489802,TRUE,34.7,62.9,759.9,3.92,24,Sunny,30.6
06-06-2024 13:00,13,1,157,FALSE,-0.258819045,-0.965925826,0.781831482,0.623489802,TRUE,33.6,53.6,818.2,4.38,24,Sunny,28.7
06-06-2024 14:00,14,1,157,FALSE,-0.5,-0.866025404,0.781831482,0.623489802,TRUE,32.1,63.3,818.3,2.75,24,Sunny,28.5
06-06-2024 15:00,15,1,157,FALSE,-0.707106781,-0.707106781,0.781831482,0.623489802,TRUE,30.5,61.3,663.4,3.54,22.8,Sunny,27.1
06-06-2024 16:00,16,1,157,FALSE,-0.866025404,-0.5,0.781831482,0.623489802,TRUE,28.6,64.3,430.4,4.5,21.5,Rainy,25.8
06-06-2024 17:00,17,1,157,FALSE,-0.965925826,-0.258819045,0.781831482,0.623489802,TRUE,26.8,70.6,277.7,2.7,20.9,Cloudy,24.8
06-06-2024 18:00,18,1,157,FALSE,-1,-1.84E-16,0.781831482,0.623489802,TRUE,25.1,60.7,114,3.73,17.2,Sunny,22.8
06-06-2024 19:00,19,1,157,FALSE,-0.965925826,0.258819045,0.781831482,0.623489802,FALSE,23.7,58.9,0,2.17,15.5,Sunny,21.6
06-06-2024 20:00,20,1,157,FALSE,-0.866025404,0.5,0.781831482,0.623489802,FALSE,22.6,58.8,0,3.37,14.4,Sunny,20.8
06-06-2024 21:00,21,1,157,FALSE,-0.707106781,0.707106781,0.781831482,0.623489802,FALSE,21.9,59.5,0,2.71,14,Sunny,20.3
06-06-2024 22:00,22,1,157,FALSE,-0.5,0.866025404,0.781831482,0.623489802,FALSE,21.6,63.3,0,1.21,14.3,Rainy,20.2
06-06-2024 23:00,23,1,157,FALSE,-0.258819045,0.965925826,0.781831482,0.623489802,FALSE,21.9,65.3,0,3.22,15,Sunny,20.5
07-06-2024 00:00,0,2,158,FALSE,0,1,0.974927912,-0.222520934,FALSE,25.3,63.2,0,1.55,17.9,Sunny,23.1
07-06-2024 01:00,1,2,158,FALSE,0.258819045,0.965925826,0.974927912,-0.222520934,FALSE,26.4,65.4,0,1.39,19.5,Sunny,24.1
07-06-2024 02:00,2,2,158,FALSE,0.5,0.866025404,0.974927912,-0.222520934,FALSE,27.9,60.6,0,2.16,20,Sunny,25
07-06-2024 03:00,3,2,158,FALSE,0.707106781,0.707106781,0.974927912,-0.222520934,FALSE,29.6,67,0,2.95,23,Cloudy,26.9
07-06-2024 04:00,4,2,158,FALSE,0.866025404,0.5,0.974927912,-0.222520934,FALSE,31.4,57.5,0,1.32,22.9,Cloudy,27.4
07-06-2024 05:00,5,2,158,FALSE,0.965925826,0.258819045,0.974927912,-0.222520934,FALSE,33.2,71.5,0,2.34,24,Cloudy,30.3
07-06-2024 06:00,6,2,158,FALSE,1,6.12E-17,0.974927912,-0.222520934,TRUE,34.9,60.2,17.1,2.84,24,Sunny,30.4
07-06-2024 07:00,7,2,158,FALSE,0.965925826,-0.258819045,0.974927912,-0.222520934,TRUE,36.3,52.1,55.4,6.8,24,Sunny,30.6
07-06-2024 08:00,8,2,158,FALSE,0.866025404,-0.5,0.974927912,-0.222520934,TRUE,37.4,50.4,128,3.14,24,Sunny,31.2
07-06-2024 09:00,9,2,158,FALSE,0.707106781,-0.707106781,0.974927912,-0.222520934,TRUE,38.1,57.9,267.9,2.97,24,Cloudy,32.6
07-06-2024 10:00,10,2,158,FALSE,0.5,-0.866025404,0.974927912,-0.222520934,TRUE,38.4,54.2,452.9,2.84,24,Sunny,32.4
07-06-2024 11:00,11,2,158,FALSE,0.258819045,-0.965925826,0.974927912,-0.222520934,TRUE,38.1,59,667.3,3.78,24,Sunny,32.8
07-06-2024 12:00,12,2,158,FALSE,1.22E-16,-1,0.974927912,-0.222520934,TRUE,37.4,58.2,799.7,3.01,24,Cloudy,32.1
07-06-2024 13:00,13,2,158,FALSE,-0.258819045,-0.965925826,0.974927912,-0.222520934,TRUE,36.3,56,952.1,1.63,24,Cloudy,31
07-06-2024 14:00,14,2,158,FALSE,-0.5,-0.866025404,0.974927912,-0.222520934,TRUE,34.9,52.8,785.3,4.35,24,Sunny,29.6
07-06-2024 15:00,15,2,158,FALSE,-0.707106781,-0.707106781,0.974927912,-0.222520934,TRUE,33.2,50.3,666.4,4.69,23.3,Sunny,28.1
07-06-2024 16:00,16,2,158,FALSE,-0.866025404,-0.5,0.974927912,-0.222520934,TRUE,31.4,56.6,456,1.98,22.7,Sunny,27.4
07-06-2024 17:00,17,2,158,FALSE,-0.965925826,-0.258819045,0.974927912,-0.222520934,TRUE,29.6,64,241.6,2.9,22.4,Cloudy,26.6
07-06-2024 18:00,18,2,158,FALSE,-1,-1.84E-16,0.974927912,-0.222520934,TRUE,27.9,61.6,122.2,4,20.2,Sunny,25.1
07-06-2024 19:00,19,2,158,FALSE,-0.965925826,0.258819045,0.974927912,-0.222520934,FALSE,26.4,55.1,0,4.9,17.4,Rainy,23.5
07-06-2024 20:00,20,2,158,FALSE,-0.866025404,0.5,0.974927912,-0.222520934,FALSE,25.3,62.7,0,3.02,17.8,Sunny,23.1
07-06-2024 21:00,21,2,158,FALSE,-0.707106781,0.707106781,0.974927912,-0.222520934,FALSE,24.6,64.1,0,2.16,17.4,Rainy,22.6
07-06-2024 22:00,22,2,158,FALSE,-0.5,0.866025404,0.974927912,-0.222520934,FALSE,24.4,57.9,0,2.35,16,Cloudy,22.1
07-06-2024 23:00,23,2,158,FALSE,-0.258819045,0.965925826,0.974927912,-0.222520934,FALSE,24.6,63,0,3.39,17.2,Sunny,22.5
08-06-2024 00:00,0,3,159,FALSE,0,1,0.433883739,-0.900968868,FALSE,24.1,62.7,0,1.62,16.6,Cloudy,22.1
08-06-2024 01:00,1,3,159,FALSE,0.258819045,0.965925826,0.433883739,-0.900968868,FALSE,25.2,56.2,0,1.39,16.4,Sunny,22.6
08-06-2024 02:00,2,3,159,FALSE,0.5,0.866025404,0.433883739,-0.900968868,FALSE,26.7,62.9,0,1.61,19.3,Rainy,24.2
08-06-2024 03:00,3,3,159,FALSE,0.707106781,0.707106781,0.433883739,-0.900968868,FALSE,28.3,63.2,0,1.27,20.9,Cloudy,25.5
08-06-2024 04:00,4,3,159,FALSE,0.866025404,0.5,0.433883739,-0.900968868,FALSE,30.2,64.8,0,2.23,23.2,Sunny,27.2
08-06-2024 05:00,5,3,159,FALSE,0.965925826,0.258819045,0.433883739,-0.900968868,FALSE,32,63.8,0,3.59,24,Cloudy,28.5
08-06-2024 06:00,6,3,159,FALSE,1,6.12E-17,0.433883739,-0.900968868,TRUE,33.7,50.8,16.8,2.76,23.9,Rainy,28.5
08-06-2024 07:00,7,3,159,FALSE,0.965925826,-0.258819045,0.433883739,-0.900968868,TRUE,35.1,52.3,52.6,2.54,24,Sunny,29.7
08-06-2024 08:00,8,3,159,FALSE,0.866025404,-0.5,0.433883739,-0.900968868,TRUE,36.2,59,119,2.77,24,Sunny,31.3
08-06-2024 09:00,9,3,159,FALSE,0.707106781,-0.707106781,0.433883739,-0.900968868,TRUE,36.9,58.6,264.7,2.01,24,Cloudy,31.8
